 #revent pip_E pip_th pip_phi pip_phiH pip_pT pip_z pip_Mx pip_xF pip_etaCM pip_etaBF pim_E pim_th pim_phi pim_phiH pim_pT pim_z pim_Mx pim_xF pim_etaCM pim_etaBF phiH_rad pT phiR1 phiR2
 16523 0.3485618 0.3740650 -1.446228 6.1731472 0.1579083 0.0612243 2.9442071 -0.037781 -0.280270 1.1435529 0.2798232 0.8497528 -0.610995 3.9224293 0.1639489 0.0491505 2.9030124 -0.088696 -0.613315 1.4765985 5.0084989 0.1387801 0.3443598 0.3963856
 16522 0.3437417 0.4682944 -0.073418 5.269281 0.1669203 0.1355120 1.9087368 -0.007940 -0.038924 0.5914035 0.6969537 0.4457797 1.1262895 6.0356215 0.4737191 0.2747576 1.5577002 -0.088979 -0.191061 0.7435411 5.8431448 0.6051525 3.2105240 3.6898006
 16500 0.6630716 0.6013389 0.3884563 5.9526225 0.4420065 0.1411211 2.398023 -0.119408 -0.370218 1.3294938 0.3953097 1.0940991 0.5408892 2.8664670 0.2986840 0.0841335 2.5112872 -0.155379 -0.646819 1.6060948 5.8380240 0.1447305 5.9749760 5.982075
 16513 2.2229831 0.4459705 1.5337955 3.5849458 0.5585490 0.3250697 2.0324856 0.1357858 0.3155564 -0.300242 0.8130534 0.3891222 1.4308074 3.4450348 0.1520553 0.1188938 2.4967278 0.0519790 0.3361662 -0.320852 3.5550516 0.7094354 3.6368743 3.9609053
 16514 1.7317229 0.1026557 -0.838191 0.4766325 0.3657423 0.4499536 1.9549569 0.3313738 0.9563854 -0.212123 0.1579474 0.1364403 -1.026963 5.7652675 0.0201203 0.0410394 2.4378020 -0.085182 -0.725830 1.4700923 0.4318763 0.3770830 0.5241508 1.1222591
 16532 0.2538240 0.9900852 0.6638143 0.7899671 0.1905046 0.0518070 2.5319265 -0.176663 -0.940066 1.6609877 0.5838732 0.8919012 -0.650209 5.8894332 0.4953656 0.1191721 2.0997456 -0.320550 -0.811281 1.5322033 6.1909296 0.5940748 2.3531065 1.8597082
 16530 0.5202782 1.5326785 1.2388800 3.1007943 0.4604668 0.1463560 1.1695180 -0.527462 -0.987953 1.0519049 0.2373539 0.1569748 -0.586154 0.3603345 0.0815152 0.0667684 1.9284238 -0.072141 -0.455014 0.5189665 3.0184020 0.3867342 3.1601604 3.2119704
 16547 0.3149640 1.2612773 -1.116129 4.7643888 0.2692574 0.0582606 2.6663153 -0.234192 -1.035213 2.1806602 4.8780331 0.1507972 -0.497538 1.3336443 0.6077167 0.9023166 1.1665872 0.7746514 1.4343856 -0.288938 1.1174875 0.3579676 4.5636823 4.7279445
 16533 0.7572249 0.7340061 -0.192753 3.8493919 0.4064086 0.1539114 2.4118508 -0.050351 -0.168096 0.8427131 0.2481005 0.5325134 1.0456943 5.2230751 0.1163153 0.0504282 2.6731605 -0.066342 -0.504566 1.1791830 4.1091521 0.4440861 3.5603899 3.0475774
 16545 0.1612502 0.7653582 0.1598561 6.1401527 0.0651542 0.0378270 2.5786298 -0.116126 -0.922266 1.8572678 0.3499142 1.5614463 0.0808117 6.0339587 0.3166807 0.0820850 1.9539407 -0.456311 -1.375322 2.3103237 6.0520607 0.3815304 2.8649568 2.8074671
 16527 0.7276799 0.1908277 1.1695881 0.2538699 0.3363712 0.2521151 1.8146176 0.0575394 0.1742025 0.3138235 1.5957068 0.6324852 0.7289312 3.5871520 0.5029735 0.5528554 1.4580854 0.3230556 0.6410346 -0.153008 3.9423572 0.1842650 0.3687950 0.3315327
 16544 0.2095046 1.0634496 -0.925683 2.0921358 0.1326834 0.0312655 3.2071409 -0.128135 -0.995953 2.1349835 0.1649889 0.9797771 -0.510822 5.7271146 0.0766596 0.0246221 3.2298282 -0.127942 -1.144640 2.2836704 1.5838289 0.0745981 2.2715387 2.3001594
 16539 1.7090479 0.2458956 -1.426068 0.9081562 0.5246900 0.3978868 2.0820706 0.2368383 0.5797539 0.3279888 1.7953096 0.3768129 0.6439565 3.8963634 0.4009959 0.4179696 2.1274310 0.3045817 0.8868080 0.0209348 1.3533509 0.1422665 0.8417312 0.8435827
 16542 0.2395397 1.6458707 -0.430464 5.3386238 0.1884844 0.0792584 1.7735105 -0.361014 -1.339583 1.9391220 0.8912226 0.5456599 0.5552115 3.3075544 0.2213257 0.2948861 1.9436430 0.1900243 0.7626422 -0.163103 4.1946227 0.2178329 5.9435593 5.5817156
 16565 1.5888512 0.1873881 -1.037473 4.1262543 0.2171912 0.2179486 3.2526129 0.1785096 1.0646479 0.2303996 0.9002417 0.2169723 -1.185246 0.3893758 0.2474953 0.1234895 3.3794127 0.0601027 0.3814934 0.9135540 5.6088819 0.1393218 3.8086093 3.7259629
 16560 0.1630104 1.0010749 -0.682453 5.4870338 0.0784924 0.0470641 2.0841081 -0.170886 -1.050675 1.4765405 0.6945168 0.8584099 0.0182574 2.8386114 0.3640204 0.2005197 1.9274833 -0.019529 -0.058880 0.4847459 2.9639672 0.2972136 5.8946258 5.7442856
 16562 1.0410380 0.5057231 1.1555788 1.2061002 0.5278876 0.3713822 1.6152250 0.0820259 0.1686214 0.4688975 1.3819869 0.5763636 -0.544607 3.2076915 0.3772471 0.4930131 1.6307882 0.3229110 0.8128544 -0.175335 1.9528543 0.5046359 0.7423736 0.8261414
 16567 1.1751229 0.4437391 -1.029041 4.2638713 0.3368563 0.2923370 2.1620949 0.1734013 0.5904533 0.0637230 0.8339774 0.5084525 0.3107689 5.4371320 0.4881858 0.2074697 2.0563037 -0.065039 -0.167662 0.8218389 4.9718197 0.6921918 3.0104559 2.8038463
 16588 0.4434084 0.6438487 1.1110432 0.3507058 0.3230983 0.1356664 2.0248611 -0.128883 -0.433417 1.1706962 0.9890937 0.3410349 -0.849783 5.3649566 0.4113315 0.3026256 1.9362247 0.1174391 0.3244009 0.4128774 5.9112338 0.5938082 1.4488440 0.9314744
 16580 0.4245782 0.4213621 1.1546151 3.2522968 0.0933512 0.0865778 2.7258211 0.0297416 0.2541523 0.4657685 0.7089523 0.4445971 1.2385732 3.3880985 0.1793045 0.1445660 2.6387988 0.0779956 0.4793148 0.2406060 3.3416328 0.2720900 0.3910712 0.9502779
 16595 0.3799948 0.5194724 -0.936300 6.1129928 0.2422254 0.1218548 2.1191515 -0.065218 -0.279204 1.1078332 1.0731684 0.3149842 0.0163820 0.4219967 0.5286679 0.3441383 1.7885934 0.0870579 0.1918671 0.6367616 0.2387729 0.7420685 3.9549124 5.2359914
 16587 0.6234174 0.1930461 1.3193674 0.6897984 0.1814687 0.1254509 2.5781635 0.0478253 0.2908458 0.2580161 0.2755662 0.4929670 -1.004749 1.8553118 0.0910060 0.0554524 2.6489412 -0.033437 -0.279672 0.8285344 1.0571222 0.2328859 0.1683704 5.8896025
 16559 0.8554794 0.2956222 -0.575369 1.1105827 0.2708165 0.1114833 3.2888266 0.0299884 0.1767302 0.6428540 0.6763436 0.4694054 -1.276619 0.5978700 0.3453625 0.0881389 3.1982786 -0.065482 -0.312186 1.1317707 0.8225248 0.5963421 2.8574331 3.1550759
 16603 0.2807057 1.0173766 0.6574024 0.5235924 0.2338369 0.1053131 1.7870585 -0.231944 -0.833751 1.4263666 0.3548431 0.1429863 -1.137937 5.9297566 0.1249745 0.1331274 1.9984264 0.0296001 0.1723494 0.4202656 0.2264153 0.3281343 1.0816472 0.9426942
 16612 0.8760282 0.1829550 -0.427258 5.5188170 0.1962181 0.3003592 1.9795668 0.2060765 0.8837702 -0.098593 0.8899815 0.3515742 0.5553775 1.2717695 0.2847817 0.3051433 1.9353193 0.1755092 0.6102582 0.1749187 0.5437657 0.2635394 4.8529948 4.8576527
 16607 0.3898467 0.5341018 0.9800994 0.1165530 0.2080685 0.0486521 3.5026521 -0.067772 -0.492760 1.5560646 0.1484089 1.3445276 -1.232294 4.2181286 0.0486454 0.0185211 3.4582722 -0.151037 -1.415328 2.4786329 6.1820640 0.1845230 0.2838503 0.4727328
 16606 1.7706506 0.1937841 -0.010590 3.6725790 0.1853786 0.2362210 3.1636461 0.2009865 1.2320491 -0.307797 0.3280501 0.1775114 -0.595409 6.0832021 0.0792467 0.0437649 3.4582790 -0.013086 -0.147088 1.0713402 4.0690363 0.1370024 3.4593847 3.1569678
 16630 1.0832830 0.1389282 -1.435268 5.553199 0.1931826 0.1414218 3.4687888 0.1008995 0.7335448 0.5746111 5.6539354 0.0852194 0.5505792 4.9290664 0.3974530 0.7381173 2.0433683 0.6740780 1.8273114 -0.519155 5.1300189 0.5656012 1.3488958 5.8797797
 16625 0.2644905 0.3344671 1.2464728 4.9768206 0.0761708 0.0326428 3.6729342 -0.034241 -0.403094 1.5668845 1.1105426 0.3211649 1.4332096 5.1586911 0.3721698 0.1370608 3.4209127 0.0390473 0.1878208 0.9759689 5.1278857 0.4472965 2.0634121 2.8044697
 16627 0.9230865 0.5896217 -0.094746 5.2547049 0.5493487 0.1620745 2.5759022 -0.099186 -0.278780 1.3020530 0.3993988 0.4132963 -1.302093 0.5902097 0.1834679 0.0701260 2.9864194 -0.029023 -0.201795 1.2250680 5.5815568 0.5707838 4.9374548 4.6153668
 16626 0.3739007 0.7346269 1.3825949 3.8376396 0.1406096 0.1621469 1.8314745 0.0410768 0.2099002 0.3026838 1.1774530 0.3208060 0.6363944 1.0398857 0.1457899 0.5106180 1.5470691 0.3811710 1.4100606 -0.897476 2.3349645 0.0492611 4.0126996 3.9221651
 16636 5.3483648 0.0966318 -0.791018 6.2773258 0.1834808 0.9234100 1.2493232 0.8401796 2.4726469 -1.515995 0.4123210 0.6778436 -0.475595 3.5224553 0.2043420 0.0711883 2.9654948 -0.041237 -0.265931 1.2225824 4.6317926 0.0772729 0.1980351 0.3563330
 16613 0.9367435 0.4672382 -0.966373 4.2892190 0.3797741 0.1170213 3.2569863 -0.011476 -0.052223 0.8773645 1.0336493 0.3881274 1.3697577 3.3659954 0.3008286 0.1291271 3.3258196 0.0489415 0.2686125 0.5565283 3.8852452 0.6103818 5.1693245 5.0795174
 16622 0.7140766 0.4648137 -1.347220 4.2733333 0.2645008 0.1339345 2.7946009 0.0369408 0.1910395 0.7699705 3.1129603 0.0387011 -0.543270 0.2729610 0.4440754 0.5838771 2.0434851 0.4862426 1.2623982 -0.301388 5.9202529 0.3371613 3.7284188 4.0444721
 16644 0.1577691 0.3785747 0.1403353 1.2046218 0.0289980 0.0223479 3.2143375 -0.100942 -1.028159 1.7918946 0.2938866 1.9036504 0.1968338 1.5867558 0.2443706 0.0416289 2.4408157 -0.471857 -1.782134 2.5458693 1.5469157 0.2714925 4.7780327 4.8316746
 16633 0.3221121 1.0205161 -0.437799 3.4151911 0.2255467 0.0544874 2.8770490 -0.132475 -0.738732 1.6310856 2.9697706 0.2615479 -1.028476 2.4792802 0.4181254 0.5023566 2.2942893 0.4177868 1.2128833 -0.320530 2.7971644 0.5810034 5.0525375 3.5969742
 16650 1.0242002 0.1945513 -1.245982 6.0254429 0.4745155 0.3482493 1.6674572 0.0943271 0.2122488 0.2952350 0.3470606 1.8422561 0.2739021 3.9575548 0.3172400 0.1180078 1.4976383 -0.464494 -1.196305 1.7037892 5.3136354 0.4268889 0.1614330 0.4714780
 16639 0.9278463 0.2841559 -1.276471 5.6747637 0.3975914 0.1931387 2.2267263 0.0101246 0.0322336 0.3687499 0.3205296 1.1165649 -1.063323 2.1588207 0.2382913 0.0667208 2.2785599 -0.192454 -0.834695 1.2356790 6.1349207 0.1962124 5.5349994 5.4367395
 16657 0.3986057 1.3124140 1.0963697 1.2008972 0.3664959 0.0944748 2.0390813 -0.358770 -1.055927 1.8901344 3.2091813 0.3072460 -0.321065 2.6924870 0.3883575 0.7606184 1.5063681 0.6386742 1.5034062 -0.669199 1.9734396 0.5546740 0.3445549 1.0690809
 16638 0.5671951 0.7010439 0.1113423 4.2357438 0.2504779 0.2112574 1.8256644 0.0494738 0.1831600 0.2670360 0.6629744 0.8041701 -0.459911 3.3173588 0.2858085 0.2469314 1.7831068 0.0732153 0.2433202 0.2068757 3.7439887 0.4809879 5.4798086 5.3230017
 16675 0.3258024 0.9745737 -0.919330 2.3377108 0.1950435 0.1288415 1.8917756 -0.052788 -0.234344 0.8315356 0.3039363 0.8025621 -0.710302 5.9607526 0.2416903 0.1201943 1.7847536 -0.177428 -0.638758 1.2359499 0.5972530 0.1135484 2.6046493 2.6130369
 16684 0.3172469 0.8584583 0.0686969 6.050547 0.2370622 0.0619243 2.7295999 -0.144137 -0.742796 1.8625953 1.9245264 0.1093129 1.2732102 5.3384800 0.2099366 0.3756540 2.4876905 0.3207176 1.4319634 -0.312164 5.7170771 0.4190726 0.8203697 6.1573733
 16637 1.995278 0.2642487 1.2692425 2.7039569 0.2946441 0.2537938 2.9231441 0.1957920 0.9012320 -0.408440 1.4158649 0.3060335 1.5059675 6.2789567 0.5849617 0.1800941 2.7586035 -0.033692 -0.095785 0.5885769 0.3673086 0.3408138 2.9931885 3.0244929
 16669 0.9051771 0.5369249 0.2511818 4.4839760 0.3769600 0.2768995 2.0053561 0.1077029 0.3249063 0.4872594 0.2092424 2.4802018 0.0271615 0.9779313 0.0750410 0.0640086 1.8492778 -0.422752 -1.906886 2.7190523 4.5709245 0.3080113 4.4242192 4.3154946
 16683 0.3024298 1.880632 0.5700911 4.3503652 0.2578396 0.0334737 2.3776173 -0.544414 -1.924532 2.3754568 0.9559147 0.4512687 0.4503092 4.4307458 0.3852913 0.1058032 3.1706985 -0.041918 -0.183684 0.6346088 4.3985242 0.6426321 1.4491580 4.2786969
 16696 1.6179415 0.0826900 -1.395645 5.8862283 0.2810768 0.3344596 2.2924250 0.2541908 0.9764046 -0.390934 0.1705599 0.7055078 0.1628200 2.3201515 0.0510118 0.0352580 2.6086854 -0.095338 -0.810460 1.3959305 5.9755465 0.2355309 5.8221777 5.6169146
 16699 0.5626688 0.9406345 1.5290024 5.0068392 0.4512233 0.0986195 2.4941658 -0.247416 -0.758073 1.6417899 0.3670977 1.1525442 -1.182030 2.1413483 0.2982449 0.0643416 2.6729740 -0.210389 -0.892460 1.7761766 4.5472586 0.1832929 5.1165385 5.1457939
 16705 0.3520689 0.6313757 -0.970290 3.4308372 0.1817253 0.0369022 3.9181319 -0.066030 -0.572276 1.8638174 0.7008710 0.8245075 1.5442205 2.7777140 0.4884161 0.0734620 3.4903944 -0.190107 -0.720530 2.0120716 2.9504983 0.6423046 5.6087616 5.0894494
 16703 0.6947674 0.9955036 -1.009412 4.9987341 0.5807015 0.1191056 2.4003100 -0.310385 -0.778950 1.9692157 1.3877580 0.1543702 -0.285546 1.7856298 0.1271615 0.2379066 2.9027171 0.2029587 1.3401526 -0.149887 5.0187505 0.4539560 4.9858934 4.9916736
 16679 0.5557775 0.3814209 -0.660780 6.1561780 0.3642994 0.1498067 1.5850190 -0.213684 -0.545277 0.5483136 1.1967477 0.4450448 -0.076097 4.3725541 0.1871980 0.3225767 1.7355451 0.2231014 0.8806346 -0.877598 5.6430929 0.3727566 0.2984103 0.0915087
 16690 0.5705778 0.3946974 -0.112110 2.6195156 0.1924485 0.0639685 3.8298969 -0.001102 -0.009437 1.3462106 6.1500339 0.0626155 1.4276127 4.9746134 0.3497609 0.689492 2.3594090 0.6393114 1.9537859 -0.617013 4.4073585 0.2535461 2.1064815 2.5132610
 16719 0.1873430 1.0780601 1.5144411 1.1962662 0.1151528 0.0651311 1.9795484 -0.156372 -0.859229 1.4096584 0.2588287 1.5138729 0.1517758 3.1179294 0.2031668 0.0899836 1.8870957 -0.197909 -0.809053 1.3594818 2.5338350 0.1960981 0.3954207 0.5014778
 16697 0.8561341 0.7592290 -0.211393 3.0063778 0.4070948 0.2827386 1.8896154 0.0765325 0.2096327 0.5550808 1.9148472 0.2824100 -0.654549 1.4758840 0.2737914 0.6323790 1.5741906 0.5012432 1.4149875 -0.650273 2.4270036 0.4996694 3.6108485 3.3016276
 16702 1.3890292 0.3147597 -0.620874 1.4391968 0.3675165 0.3741348 2.0560198 0.2507304 0.7619169 0.1154015 0.2358648 1.1411074 -0.239505 5.6884918 0.1836303 0.0635301 2.2596654 -0.195926 -0.960927 1.8382457 0.9170065 0.3293824 1.7895732 2.2888095
 16716 0.3571344 0.4664699 0.9120075 6.0897908 0.2012761 0.0791929 2.5354860 -0.063977 -0.358693 1.1005618 1.0189541 0.2298534 -0.993527 5.0451594 0.2008850 0.2259485 2.4553106 0.1601776 0.8226521 -0.080784 5.5680349 0.3485397 0.8533963 0.1583118
 16713 0.9372090 0.4112036 1.1003879 3.8172901 0.1506778 0.2391300 2.1857507 0.1722946 0.9149767 -0.452872 0.3289358 0.6895276 -1.224009 4.5612524 0.1685340 0.0839283 2.2616171 -0.056764 -0.318685 0.7807897 4.2110917 0.2974515 2.4760663 1.6892251
 16729 1.5908198 0.1461003 0.2304701 0.6738609 0.3017093 0.3414128 2.1776546 0.2488172 0.8877069 -0.417703 0.2082730 1.4638394 1.4468448 0.2621936 0.1534446 0.0446983 2.1851675 -0.309684 -1.449201 1.9192047 0.5359354 0.4465753 1.0380221 3.2697852
 16707 0.5814242 0.5560005 -0.153338 2.7950368 0.2268543 0.1039223 2.8600996 0.0089745 0.0528027 0.7927919 0.4890186 0.8916085 -0.290353 2.6856144 0.3214624 0.0874060 2.7152805 -0.116867 -0.501550 1.3471455 2.7308764 0.5475208 5.5745714 5.6704185
 16735 1.0409716 0.3312172 1.2771409 1.3880948 0.3411257 0.1332078 3.4340448 0.0447813 0.2306397 1.1223990 2.3012838 0.2268397 -0.314282 3.1019911 0.3800626 0.2944836 3.1724311 0.2340455 0.9551056 0.3979331 2.3072898 0.4731116 0.6275131 0.9525281
 16726 0.4326153 0.7063522 0.7217678 6.0514434 0.3430690 0.1089582 1.8670542 -0.259618 -0.766769 1.0740021 1.5744308 0.4107288 1.3354625 4.0547692 0.2433826 0.3965350 1.9017306 0.3001421 1.0712823 -0.764050 5.3109988 0.3285464 0.2316079 6.2142808
 16725 0.1969715 0.7518436 1.2613743 5.4483082 0.1035047 0.0357889 2.9063878 -0.102696 -0.831561 1.7726874 0.2549153 0.1530278 -1.543111 5.9639894 0.0588645 0.0463171 2.9937491 -0.022525 -0.232088 1.1732149 5.6337734 0.1574140 4.9415769 5.1109070
 16752 0.3976070 1.8277132 -1.063913 1.8978109 0.3671593 0.1416203 1.2953216 -0.569256 -1.260302 1.8499035 0.3518680 0.4944894 -1.469504 0.9552216 0.1858406 0.1253290 1.9944589 -0.026946 -0.129352 0.7189531 1.5920741 0.4995431 2.4255799 2.5065637
 16771 0.2510420 0.5386853 0.0794947 5.5828485 0.1420457 0.0974439 1.9568554 -0.065921 -0.352606 0.9755978 1.1802960 0.2151099 1.5031911 5.6723168 0.1689040 0.4581410 1.6903348 0.3456861 1.3086960 -0.685704 5.6314490 0.3106410 2.9641331 5.5526509
 16756 0.1952738 1.7758301 -0.921759 1.2227428 0.1281948 0.0802252 1.6289793 -0.324254 -1.327719 1.7674800 0.4159835 1.5289324 1.5616011 3.6435306 0.3648194 0.1709004 1.4774075 -0.300493 -0.723701 1.1634610 3.3382793 0.2815243 0.6833981 0.8082003
 16743 0.2840804 1.1240097 -1.442716 0.2568183 0.2434287 0.0665811 1.9291347 -0.340984 -1.205578 1.5375877 1.1522020 0.5740278 -0.780957 4.5378709 0.5102224 0.2700466 1.9040655 0.0218663 0.0516714 0.2803381 5.0340849 0.4644674 1.0495459 0.6252289
 16759 0.3273703 1.5302602 -1.215585 1.9069100 0.2949508 0.0658123 2.3724301 -0.326899 -1.206048 2.2267906 0.4151340 1.2261243 -1.429552 4.8926354 0.3708223 0.0834558 2.3624989 -0.298252 -0.978599 1.9993418 4.3698068 0.0916968 1.8200772 1.8293120
 16773 0.6743134 0.4546105 -0.024166 4.5111157 0.2139185 0.2280844 2.0495109 0.1225068 0.5392128 0.2490467 0.2907790 0.5696337 -1.452031 2.1637367 0.0962420 0.0983551 2.1873063 0.0068058 0.0473293 0.7409302 4.0728127 0.1617583 4.7504274 4.9171125
 16768 2.1296091 0.0592474 0.2008244 5.9033402 0.0946530 0.2603064 3.1439187 0.2343490 1.6557601 -0.977625 0.1444541 2.3426995 -0.231305 3.0045218 0.0289984 0.0176569 3.1916178 -0.215301 -1.733556 2.4116916 5.7989001 0.0668685 5.9600469 6.1023332
 16765 0.6981583 0.9229674 -1.155047 2.5112999 0.4648880 0.1238870 2.2257667 -0.204102 -0.569713 0.9476533 1.6353293 0.6155507 -0.461223 3.3853350 0.6501084 0.2901865 2.0928022 0.0345054 0.0741080 0.3038313 3.0257629 1.0132437 1.0358631 1.8727846
 16767 0.4051943 0.5263516 -0.595549 4.1354367 0.1545432 0.0794366 2.7874722 -0.005471 -0.039401 0.8650390 0.2321915 1.4350988 0.8921474 2.2075684 0.1803925 0.0455201 2.5828353 -0.212168 -1.135257 1.9608955 3.0607928 0.1921880 4.7958284 4.9750565
 16774 0.4258093 0.8269163 0.6776954 0.4585922 0.3576608 0.1692594 1.6746136 -0.213509 -0.573349 1.2592773 0.6425698 0.0783116 0.6247507 6.1224097 0.1500153 0.2554218 1.8936094 0.1605444 0.7733162 -0.087387 0.2790439 0.4876495 0.8127769 0.6641965
 16775 0.6584507 0.3090286 -1.100978 1.7271539 0.1659931 0.1190095 2.9372656 0.0618041 0.4390794 0.5724253 0.9921613 0.5143400 1.0422303 4.5241125 0.4490070 0.1793249 2.6735954 0.0124246 0.0420243 0.9694805 4.3348542 0.2980973 1.4749154 1.5053657
 16784 0.9487751 0.4376500 1.5303051 6.0087668 0.5810061 0.1995368 1.9341233 -0.162225 -0.354495 0.7484415 2.3290128 0.3390182 -1.284146 2.8679310 0.2282359 0.4898145 1.9713284 0.4096966 1.4621192 -1.068173 6.0082778 0.3527703 6.0089809 6.0088717
 16792 0.5756429 0.6590601 -1.104010 4.8013657 0.3136435 0.1889404 1.7593889 -0.042156 -0.130645 0.3946168 1.1412240 0.2115626 1.1967701 0.1192688 0.6116594 0.3745784 1.3763171 -0.018391 -0.031271 0.2952426 5.9224425 0.6788804 3.7282630 4.0390931
 16806 0.6074091 1.0951406 -0.876886 4.2956602 0.4899999 0.1716323 1.806001 -0.249999 -0.579072 1.2406340 0.2513996 1.2131094 0.7633721 2.5984081 0.1751051 0.0710366 2.2000044 -0.136033 -0.699230 1.3607924 3.9401942 0.4991186 4.6226953 4.9533502
 16790 0.9145406 0.2305930 1.3487144 1.9180365 0.0160638 0.1967532 2.4706836 0.1587727 1.2208192 -0.678067 0.4178113 0.7693175 -1.323338 3.6642665 0.2118554 0.0898874 2.4671785 -0.047920 -0.255881 0.7986334 3.5887483 0.2096494 0.5962263 0.5565647
 16812 0.2134302 0.9378352 -1.383796 5.9942435 0.1480226 0.0550690 2.2915270 -0.163898 -0.914582 1.5942893 0.2176168 1.1361280 1.4669218 2.4368504 0.1359640 0.0561492 2.3395334 -0.122774 -0.747670 1.4273779 0.8753179 0.0597922 5.7953005 5.7973448
 16808 0.5963730 0.1832129 -1.113922 0.1858218 0.2323033 0.1242197 2.4096417 0.0071831 0.0356666 0.3779440 0.3417255 0.6393671 -0.416533 4.5908023 0.1684209 0.0711787 2.4505917 -0.062198 -0.373938 0.7875488 5.7444208 0.2421836 0.7013928 0.9029909
 16795 0.5032274 0.3260802 0.2968373 5.6722556 0.1840007 0.0622126 3.5161849 -0.013544 -0.109837 1.0372630 1.3708711 0.1389550 1.2217539 0.1104319 0.2985578 0.1694771 3.3476430 0.1075358 0.5793715 0.3480538 6.1222393 0.4533150 3.9003874 5.0537492
 16819 0.8305765 0.8102263 1.0940293 1.1781106 0.6182015 0.1459010 2.3246372 -0.250097 -0.593364 1.5033366 1.6078271 0.1191441 -0.804712 6.0038969 0.3906154 0.2824347 2.6303183 0.1872920 0.6685296 0.2414424 0.6481166 0.7677251 1.7726443 1.5029315
 16831 0.5642762 0.2179595 -0.155414 1.0811126 0.0829575 0.1534188 2.3284540 0.0990154 0.7122105 -0.043347 0.7958331 0.1420690 1.3886046 0.3208683 0.2702601 0.2163759 2.1880367 0.1013118 0.4110870 0.2577764 0.4922044 0.3352861 3.1968564 3.0524079
 16799 0.3181784 0.9138979 1.0359819 2.4378406 0.1886112 0.0963908 2.2141548 -0.060761 -0.314553 1.1012504 0.7630427 0.6059638 -1.439822 0.0734391 0.5610140 0.2311605 1.7554741 -0.169790 -0.355167 1.1418645 0.3741235 0.4465925 3.0270897 2.8703233
 16815 2.2731530 0.3331680 -0.919020 3.1617402 0.4606162 0.3346856 2.6750067 0.2395170 0.7629598 -0.019071 0.2228913 2.3165471 -0.952368 6.2593185 0.1114506 0.0328172 2.4684605 -0.453805 -2.161370 2.9052584 3.1757828 0.3493078 3.1531680 3.1304206
 16832 0.2014291 2.8973796 0.2152707 3.4607448 0.0168160 0.0873072 1.4978436 -0.457328 -1.924895 2.4935109 1.0015144 0.2173693 -0.908030 5.8026748 0.4425004 0.4340954 1.4902728 0.1744042 0.3785308 0.1900845 5.7746882 0.4309493 2.6876251 2.7802472
 16826 1.7141234 0.2780775 0.3395528 2.3616284 0.3751766 0.2330140 3.1688800 0.1608161 0.6883165 0.5765197 0.4015760 0.4641167 -0.903560 1.1670714 0.1766503 0.0545893 3.4657884 -0.032404 -0.263469 1.5283057 2.0043263 0.4697498 2.8486108 3.7934037
 16824 0.9871397 0.3111329 1.4864614 2.9225902 0.2008848 0.1674765 2.9985194 0.1161057 0.7237225 0.4542727 1.3090870 0.5262631 -0.264937 1.0840521 0.7005232 0.2220976 2.5043029 -0.057913 -0.134305 1.3123010 1.3748200 0.6757431 3.9740456 3.9039997
 16847 1.1943957 0.2145993 -0.652606 1.7950715 0.1870916 0.2060493 2.9109209 0.1605070 0.9689674 0.1441304 0.1809781 1.6263933 -1.205308 4.9161282 0.1148130 0.0312211 2.8700696 -0.209207 -1.397340 2.5104386 1.8276674 0.0723410 1.7872619 1.7786021
 16844 0.9509223 0.3490447 0.9512334 3.5297656 0.0776441 0.3270792 1.9632369 0.2560551 1.3808419 -0.646995 0.2006443 1.2172319 0.4173231 5.8673556 0.1432986 0.0690136 1.9939881 -0.205556 -1.012426 1.7462725 5.3085727 0.1054686 3.0020933 2.8018960
 16846 0.5624294 0.9249930 -0.945176 5.1054364 0.4514345 0.1122419 2.3591328 -0.234600 -0.692567 1.6289490 2.4390306 0.2618956 -0.562264 1.6277392 0.4940468 0.4867482 2.1347465 0.3690631 0.9401540 -0.003772 0.4846554 0.1636284 4.9297380 5.0383194
 16856 0.1898540 2.7922574 0.1046392 4.6525450 0.0333901 0.0590004 1.8769631 -0.390666 -1.912408 2.6684780 2.7833895 0.2795117 0.9330845 2.8689749 0.0853400 0.8649859 1.2360350 0.7329410 2.3969366 -1.640867 3.2639476 0.0848182 5.6710002 4.8154405
 16835 0.6089432 0.6115485 -1.227950 3.1210961 0.2463505 0.1057830 2.7152463 -0.007138 -0.037931 0.5805473 0.1663488 0.6051366 -0.118811 0.8939018 0.0586644 0.0288974 2.7702957 -0.117841 -0.997359 1.5399751 2.9038517 0.2156175 3.2843412 3.5445909
 16839 0.3035330 0.7156623 -1.240819 5.0041824 0.1843787 0.0707808 2.0364482 -0.143337 -0.672453 0.8004591 0.6169113 0.5767665 0.7767665 3.8924096 0.1839494 0.1438576 2.0932980 0.0387809 0.1950129 -0.067007 4.4490199 0.3128701 6.0172164 5.5164772
 16853 0.6173568 0.2443667 1.4882258 0.8599932 0.0861380 0.2134204 2.0070189 0.1443501 0.8730304 -0.326385 1.3019262 0.8289241 -0.269533 4.3571509 0.8088774 0.4500763 1.1667873 -0.067032 -0.091580 0.6382253 4.3983104 0.7287445 1.1818642 1.1510650
