 #revent pip_E pip_th pip_phi pip_phiH pip_pT pip_z pip_Mx pip_xF pip_etaCM pip_etaBF pim_E pim_th pim_phi pim_phiH pim_pT pim_z pim_Mx pim_xF pim_etaCM pim_etaBF phiH_rad pT phiR1 phiR2
 6364 0.2981198 0.5343096 -0.025348 4.8123028 0.1202551 0.1168276 1.9892857 0.0020072 0.0118584 0.6395481 0.7235786 0.4301742 -1.250220 2.7206448 0.0889898 0.2835572 1.8845879 0.2044821 1.1053431 -0.453936 4.0189543 0.1083040 5.2509451 5.0380104
 6351 1.3243870 0.1669393 -0.215050 6.2692457 0.2104122 0.5567626 1.5329326 0.4149920 1.3197242 -0.676964 0.8716546 0.7875276 0.3253812 3.9673014 0.4362642 0.3664372 1.5807307 0.1038904 0.2375567 0.4052033 4.4543332 0.3346808 0.5605330 0.6331523
 6390 0.2525526 0.9342724 -1.459486 4.3922008 0.1595816 0.0618955 2.4744484 -0.099941 -0.606812 1.4798367 3.7675950 0.1820349 0.1625437 1.2391455 0.2881385 0.9233612 1.1297387 0.7984551 1.9410001 -1.067975 1.2249192 0.1285866 4.3848238 4.3909632
 6336 0.4104529 1.7571134 0.2108907 4.7160412 0.3784612 0.1384797 1.1615005 -0.640721 -1.340175 1.8278449 0.9873755 0.3384695 -1.486273 2.2513599 0.0248788 0.3331234 1.8909365 0.2623084 1.4753081 -0.987639 4.6726674 0.3594060 4.7551907 4.7327994
 6392 0.6088273 0.2885902 -1.213413 5.5060429 0.2373749 0.1893496 1.8957107 0.0445412 0.1762605 0.1033498 0.7332631 0.2180927 -0.044315 0.6172234 0.1437072 0.2280500 1.9250960 0.1425991 0.7167037 -0.437093 6.0002132 0.2982839 4.9179040 5.0087865
 6391 0.8762390 0.5186129 -1.162872 1.8946958 0.2872878 0.2770741 1.9252998 0.1415869 0.4923810 0.0201835 1.0814652 0.2303133 1.0301666 5.5944316 0.3843470 0.3419683 1.8105803 0.1657348 0.4529652 0.0595993 0.1358752 0.2072072 2.2151536 2.1853127
 6384 0.2370103 1.1260731 1.4943793 4.0215077 0.1533765 0.0706330 2.1166726 -0.124735 -0.666115 1.2043447 1.3814902 0.4348605 0.6316532 2.833201 0.2093874 0.4117069 1.8806804 0.3162917 1.1932311 -0.655002 3.3234189 0.3022250 5.2228344 4.2552579
 6381 1.1099528 0.4338995 1.1240553 3.1433532 0.0601349 0.4417946 1.6332665 0.3394091 1.5661436 -1.175626 0.2798766 2.4908418 0.3019511 2.5619290 0.1964934 0.1113993 1.2264770 -0.602753 -1.670814 2.0613315 2.6949981 0.2489464 5.4813932 5.6582458
 6387 1.0546211 0.2738083 0.6430765 4.7341390 0.2169439 0.2659872 2.3348621 0.1927263 0.8947216 0.0628177 0.3611459 0.3327873 -0.468168 2.6425298 0.0532857 0.0910850 2.5687761 0.0378094 0.3386210 0.6189184 4.4960252 0.1959588 4.9217576 5.1640547
 6408 0.6918011 0.0635949 0.7048479 0.1691858 0.2516614 0.2914659 1.6752246 0.1307269 0.4431551 -0.034260 0.3743424 0.5378419 -1.004929 3.2766956 0.0525685 0.1577159 1.8458762 0.0755038 0.4902466 -0.081352 0.1781811 0.1991314 0.1632972 0.1596941
 6395 1.2135179 0.2788430 -1.479044 1.9243448 0.1669610 0.3042675 2.2799068 0.2417276 1.1949652 -0.342495 0.1996306 1.2735217 -0.562794 0.4077231 0.1417558 0.0500537 2.3423334 -0.203199 -1.126088 1.9785580 1.2432177 0.2247973 2.6508503 3.3562285
 6398 1.4924317 0.3194816 1.0586403 2.0190930 0.1581151 0.4269392 1.9420917 0.3460817 1.4560301 -0.816625 0.3830021 0.8797920 -0.642118 4.4944955 0.2546545 0.1095652 2.1380583 -0.099069 -0.410031 1.0494356 3.8512204 0.1629064 1.6052539 1.4401905
 6369 3.6113772 0.2455855 0.4296932 3.3232604 0.3535762 0.5097326 2.3036884 0.4396680 1.3873027 -0.918784 1.6949493 0.1301692 -1.285542 0.6933237 0.3421999 0.2392358 2.7626133 0.1585809 0.6497135 -0.181194 2.0707230 0.1764138 3.5748117 3.6695643
 6414 0.1791860 0.9082630 0.2767488 5.6820507 0.1037077 0.0607304 1.9351982 -0.167946 -0.924920 1.3446881 0.3222257 0.6833845 -0.382835 1.3393242 0.1851005 0.1092100 1.9469603 -0.067285 -0.314128 0.7338962 0.7594234 0.1764828 4.8907893 5.0840544
 6404 1.6069294 0.4377587 -0.960722 0.2960591 0.7975692 0.2082570 2.7430750 -0.084030 -0.190081 1.1477900 2.0720560 0.2105338 1.2767899 2.2608996 0.2947745 0.2685372 3.1275842 0.2184671 1.0376925 -0.079984 0.6745799 0.7365352 0.0056522 0.0620043
 6415 0.4867843 0.0698677 0.2010100 0.2710791 0.1085530 0.0865134 2.7555367 0.0277550 0.2286780 0.2565251 0.8610514 0.4593091 -0.020443 4.4212969 0.3036207 0.1530298 2.5828159 0.0359265 0.1573569 0.3278462 4.7789509 0.2623612 1.0308859 0.8990368
 6416 0.2043407 0.7389578 0.4979173 2.3548583 0.0627756 0.0848852 1.8945545 -0.041014 -0.271932 0.7408317 0.4017268 0.7300025 1.4859029 4.0402769 0.1622529 0.1668814 1.8299891 0.0363422 0.1735714 0.2953276 3.6579124 0.1671435 1.2513686 1.5061578
 6405 1.1320872 0.1495942 -0.208757 5.459509 0.1971558 0.1255881 3.7731168 0.0878591 0.6871791 0.6117257 0.4017482 0.4721424 -0.615364 4.9194220 0.1737805 0.0445679 3.8424153 -0.038368 -0.344571 1.6434766 5.2069071 0.3575476 0.2532326 1.4715633
 6428 0.1750250 1.1367307 0.3461842 6.2123729 0.1038721 0.0573014 2.1061873 -0.170359 -0.995354 1.7675895 0.7835310 0.1441333 -0.050589 0.4795961 0.1094585 0.2565203 2.0838448 0.1892900 1.0618984 -0.289663 0.2117858 0.2053086 4.8243072 6.0595532
 6427 0.6182445 0.1903426 0.8879689 5.8696485 0.2327305 0.1791960 2.1715796 0.0638176 0.2862547 0.3757472 0.7882563 0.5203913 1.3080230 2.2117375 0.2485306 0.2284734 2.1273588 0.1197795 0.4977243 0.1642776 1.0227992 0.1238119 5.6028206 5.6348259
 6431 0.4770525 0.8568784 0.4973791 5.4382196 0.3970255 0.1830138 1.5927906 -0.236167 -0.572274 1.1150562 0.5237697 1.3246692 -1.329285 3.4613940 0.4260545 0.2009361 1.5702555 -0.222351 -0.511257 1.054039 4.3963050 0.4533560 6.0438262 6.0130768
 6420 1.0690319 0.1131533 -0.402697 5.8862379 0.3087697 0.2400389 2.1557819 0.1197879 0.4375014 -0.095005 0.6621333 0.1076959 -1.344643 5.9192824 0.1258944 0.1486744 2.3315384 0.0855915 0.5530329 -0.210537 5.8958082 0.4346155 5.8635068 5.8227439
 6432 1.0383172 0.4451963 1.4763153 2.0027815 0.1386332 0.4213752 1.6472737 0.3095446 1.2589460 -0.823272 0.4874178 0.2706413 0.0288381 5.5775610 0.1899131 0.1978064 1.8026356 0.0618351 0.2667609 0.1689122 0.0316286 0.0865635 2.2537062 2.3266869
 6436 0.1625078 1.8297185 -1.253371 4.1160555 0.0827773 0.0421546 2.0658136 -0.242310 -1.354961 1.7260060 0.7368806 0.4757115 0.7386473 2.8208921 0.1366735 0.1911473 2.1693873 0.1220256 0.6986843 -0.327640 3.2847993 0.1780162 5.3532243 4.4869758
 6440 0.2167860 2.3649514 0.6646647 2.057448 0.1278833 0.0735871 1.7238642 -0.410980 -1.646542 2.2837097 1.4951355 0.1352981 1.4940244 0.3668129 0.2713116 0.5075177 1.6915041 0.3802357 1.1576393 -0.520471 0.8271890 0.2857762 3.0913832 2.3439191
 6455 0.5109103 1.0229054 0.0119183 2.1417964 0.3535681 0.1716559 1.7306142 -0.136492 -0.382166 0.7534310 0.7483846 1.0908312 1.4991283 4.0117142 0.5489937 0.2514426 1.4478137 -0.217972 -0.408161 0.7794261 3.3621045 0.5585745 1.3474846 1.4844574
 6429 3.6765432 0.0345443 1.5337470 0.0686643 0.4136020 0.5645178 2.1817615 0.4829303 1.3505597 -0.699205 1.0992760 0.4042243 1.2997995 2.4595144 0.3017000 0.1687892 2.8768314 0.0829205 0.3955060 0.2558483 0.8861709 0.2821558 6.0380466 5.8130202
 6448 0.2486165 0.3659639 0.9669698 1.3515954 0.0696357 0.0717497 2.3772788 -0.013281 -0.107715 0.9363031 0.4406547 1.1332399 0.2934302 4.5426737 0.3692199 0.1271712 1.9941760 -0.225272 -0.671763 1.5003511 4.5541673 0.2996893 1.3932305 1.3886849
 6457 0.5906579 1.0185112 0.7041198 2.4632040 0.4745976 0.0649534 3.1700503 -0.275831 -0.959108 1.9458838 3.6742596 0.1100394 -0.400495 5.0353489 0.4175914 0.4040508 3.0631256 0.3487136 1.2388746 -0.252099 3.5343364 0.2565088 2.1971783 2.3951637
 6447 1.2010841 0.4147552 -0.468578 1.4236252 0.2443438 0.4781364 1.5294494 0.3277648 1 -0.670578 0.3619681 1.8445917 0.7904563 3.8410692 0.3338570 0.1440949 1.2812493 -0.483101 -1.106806 1.4362270 3.0203509 0.2212540 1.0029790 0.8242305
 6441 0.2341973 2.0710828 0.2793819 2.8842308 0.1824442 0.0689311 1.9008812 -0.348477 -1.374604 2.0073037 1.8589509 0.2776681 0.1161774 1.4559167 0.2217936 0.5471437 1.7447139 0.4423643 1.4696737 -0.836974 2.0858986 0.3065460 3.8527043 3.0379818
 6410 1.2293800 0.2857500 -0.598233 0.9869801 0.4020741 0.3000198 2.0558640 0.1464090 0.4285396 0.0696290 1.1073482 0.7350150 0.6453744 2.9958136 0.5083002 0.270239 1.9749629 0.0326002 0.0793434 0.4188252 2.1728800 0.4966456 0.3465400 0.3142506
 6453 0.2137354 0.6276622 -1.090679 0.0840041 0.1043888 0.0229560 3.4560686 -0.110769 -1.007307 1.5347008 0.9673929 0.1385062 -1.398184 6.1419408 0.2004998 0.1039021 3.4645109 0.0516564 0.3851875 0.1422063 6.2189258 0.3031494 2.7684877 0.2442578
 6449 3.4316275 0.0740126 0.7667113 5.3751326 0.3203186 0.3975954 3.0491348 0.3527950 1.4335223 -0.395741 1.850371 0.1667661 0.8304335 1.1828234 0.3307496 0.2143878 3.4126698 0.1583703 0.7818619 0.2559190 0.1650159 0.3266492 4.8404870 4.6697858
 6467 0.3398827 0.3683847 0.9999434 6.0927213 0.2104789 0.1409936 1.7345163 -0.073250 -0.287761 0.6652097 0.3776881 0.7507533 1.3299712 3.0735259 0.1235203 0.1566764 1.8155860 0.0439349 0.2349352 0.1425127 5.9227749 0.0891672 6.1379684 6.1350006
 6454 1.2435103 0.3517319 1.4665464 3.3540612 0.1427966 0.3374315 2.1232604 0.2705305 1.3162848 -0.613938 0.1538845 0.9146619 -0.508991 4.5680887 0.0489782 0.0417571 2.3348290 -0.121671 -0.916763 1.6191096 3.6335616 0.1663579 3.0039684 1.7955872
 6464 0.9143357 0.4234648 0.7939677 1.9957164 0.3352300 0.1315593 3.1944835 0.0299890 0.1472728 1.0112320 0.4559673 0.8991856 1.5702077 2.937076 0.3153385 0.0656069 3.1357195 -0.133006 -0.644692 1.8031976 2.4508400 0.5798959 0.9556184 0.3526214
 6471 0.1471247 1.6419012 0.3873199 3.1071246 0.0448608 0.0476583 1.9697431 -0.179188 -1.115319 1.5123822 0.7087934 0.6149602 0.5847511 3.4769458 0.1989584 0.2296003 1.9343325 0.1224464 0.5353003 -0.138237 3.4097058 0.2413315 0.4381832 1.9388158
 6475 0.4309335 1.3113307 0.6248221 2.2724916 0.3911109 0.0473100 3.2269471 -0.329709 -1.266878 2.6168808 1.0558879 0.1158770 -1.231274 0.3153992 0.1609074 0.1159207 3.8343464 0.0841694 0.7429346 0.6070682 1.8488053 0.3625440 2.5911950 2.4177417
 6486 1.9470075 0.1320091 0.1563374 5.8607312 0.6188813 0.6672911 1.3067113 0.4072890 0.6864039 -0.003145 0.5698750 1.2176252 1.5642377 3.0930549 0.4450133 0.1953112 1.7274662 -0.186099 -0.445996 1.1292552 5.1894159 0.2613226 6.0167839 6.1272375
 6482 0.5125813 0.8421659 -0.313844 4.1953269 0.2797503 0.2175976 1.7059128 0.0061975 0.0202314 0.4569273 0.3585845 1.2847389 -1.258027 6.0695071 0.3293306 0.1522239 1.3016168 -0.484728 -1.128181 1.6053404 5.2427468 0.3628646 3.5018773 3.3767404
 6460 0.8119270 0.6371577 -0.805015 2.1130573 0.3665287 0.2662057 1.9546245 0.0860418 0.2599728 0.5502822 0.2902202 1.0244454 -0.000459 3.2439395 0.1785756 0.0951542 2.1459731 -0.070410 -0.364179 1.1744347 2.4630969 0.4711481 1.6054453 0.8701705
 6488 0.6779727 0.2175971 0.5114386 1.8865307 0.1276317 0.0776290 3.7729302 0.0405019 0.4143202 0.7412599 2.5942707 0.1523667 -1.081781 3.9474950 0.2792299 0.2970483 3.3302489 0.2576721 1.2716450 -0.116064 3.4728422 0.2463793 1.1263218 1.5082289
 6501 0.2975870 1.1602117 -0.454553 3.9100778 0.2050816 0.1270349 1.7979107 -0.099491 -0.406097 0.9919077 0.6701899 0.9225070 -1.116478 3.099344 0.3582482 0.2860928 1.6547667 0.0467575 0.1262218 0.4595885 3.3885558 0.5211881 5.6402588 4.7891908
 6465 2.5078227 0.1735962 -1.549985 1.7987888 0.3791544 0.2722723 3.3570210 0.2158787 0.9284926 0.0157768 0.2007902 0.1354079 0.7236585 0.9161846 0.0233068 0.0217996 3.8178787 -0.053539 -0.697927 1.6421971 1.7531251 0.3943689 1.8481573 2.6570110
 6494 1.8298784 0.3481225 0.3573227 2.7540244 0.3107350 0.4491620 2.0763625 0.3553709 1.1582797 -0.230317 0.3274398 0.8905461 -0.549208 1.8974623 0.2162662 0.0803734 2.4502604 -0.094418 -0.485358 1.4133209 2.4073998 0.4810059 3.5223935 4.8095602
 6491 3.8141233 0.1967923 -1.258465 2.7309380 0.5784964 0.4327371 2.9742379 0.3538221 1.0173481 0.2955385 0.3558498 0.8484873 0.7171062 4.8434607 0.2467136 0.0403734 3.6399813 -0.129653 -0.827176 2.1400637 3.1690003 0.4983421 2.4399008 1.8687444
 6497 0.4972287 0.7196316 1.0290137 5.0233471 0.3298127 0.1596805 1.8082301 -0.116057 -0.352860 0.7284817 0.2151116 1.5518535 0.6966944 1.1933687 0.1627025 0.0690811 1.7604493 -0.323867 -1.290292 1.6659137 5.4920075 0.2288365 4.8001859 4.6556609
 6496 0.3689469 1.0871792 -0.430213 5.2100293 0.3185920 0.0873086 1.9393961 -0.317667 -0.989684 1.3890076 1.957201 0.2993464 1.4543268 4.8938844 0.3775614 0.4631575 1.8647602 0.3381367 0.9275103 -0.528187 5.0384547 0.6875372 0.8280234 5.2979802
 6514 0.5157741 0.5060149 0.0894560 5.1963205 0.2717613 0.1939801 1.8769223 0.0114790 0.0413611 0.5809712 0.2731377 2.3640191 0.6787234 4.9368391 0.1431799 0.1027257 1.3587878 -0.596312 -1.904519 2.5268514 5.1069884 0.4117900 5.4650979 0.3345373
 6492 4.1509361 0.1166391 -1.326018 4.0315510 0.1321057 0.6263054 2.2553356 0.5761386 2.3597345 -1.205388 0.7980536 0.5900247 1.4275729 2.9387468 0.3751410 0.1204126 3.0756319 -0.021091 -0.092097 1.2464431 3.2016125 0.4514216 5.7232168 6.0183712
 6517 0.5564577 0.8671882 -1.322097 4.6245547 0.3862364 0.1944244 1.7903489 -0.106134 -0.288444 0.8976879 1.0087974 0.2541426 1.4015898 0.3755521 0.4889968 0.3524704 1.6716112 0.0903157 0.1996580 0.4095857 5.8293272 0.4684609 3.9983928 4.1802095
 6509 3.2508468 0.2158224 -0.066329 0.7258062 0.3037035 0.6972400 1.5033275 0.5815292 1.5175656 -1.307691 0.3262153 1.8301063 0.9157853 3.8031841 0.2945698 0.0699665 1.5709529 -0.547772 -1.486119 1.6959940 1.8207794 0.0213059 0.6941891 0.6676091
 6506 0.2476161 0.2008959 -1.165261 0.3818315 0.0348595 0.0894993 2.0046311 -0.000311 -0.002328 0.4295335 0.3659921 0.8852140 -0.191329 4.0546760 0.2002632 0.1322855 1.8896980 -0.040861 -0.178883 0.6060883 4.1580631 0.1711219 0.8365552 0.8068056
 6518 2.0585711 0.3065231 -0.299756 2.4414332 0.1889818 0.6253337 1.6667600 0.5194166 1.7346965 -0.897023 0.7237297 0.3235112 -1.311420 5.5435397 0.3132986 0.2198479 2.1046729 0.0705445 0.2527141 0.5849584 5.4836718 0.1246867 2.4168029 2.4088545
 6522 1.2640562 0.4719273 -1.026172 3.1947149 0.3587096 0.2489322 2.4700675 0.1409763 0.5155721 0.1952074 0.6403329 0.2480712 -1.100736 2.9878694 0.0412845 0.1261016 2.7411168 0.0903818 0.8186550 -0.107875 3.1734746 0.3992043 3.2213458 3.2546454
 6537 0.1880250 1.6933665 -0.479746 3.8402186 0.1257073 0.0594276 2.1091931 -0.198826 -1.070823 1.8781610 0.4648340 1.5148326 -1.275336 3.0452128 0.4239319 0.1469164 1.7271553 -0.338728 -0.826035 1.6333730 3.2187332 0.5197676 5.9257454 5.3651121
 6510 0.4412029 0.5191001 0.6132511 4.6891864 0.1988824 0.0703385 2.9553040 -0.037336 -0.244400 0.9178233 1.0506182 0.1494184 0.2770590 0.4736617 0.2748947 0.1674942 2.8561728 0.0891281 0.4491455 0.2242775 5.9862657 0.2509988 4.0569978 4.3089578
 6526 3.3673152 0.1904323 -0.869885 5.1300631 0.2871154 0.8789509 1.2268108 0.7502241 1.8528528 -1.022408 0.2651941 1.3362554 -0.801842 3.6689028 0.2061762 0.0692221 2.2853388 -0.175989 -0.835096 1.6655416 4.5454471 0.3713453 5.7891540 0.4174165
 6544 0.3970570 0.5844966 -0.587596 2.4980698 0.1501709 0.1016673 2.4774406 0.0130149 0.0852039 0.7994912 1.0013122 0.3835242 -0.409138 2.6055481 0.1982318 0.2563882 2.3180352 0.1857363 0.9021019 -0.017406 2.5592291 0.3479092 6.0652061 2.3815163
 6542 0.2422958 1.8485431 -1.123352 1.2395578 0.1811999 0.1032837 1.5088486 -0.414164 -1.382951 1.9194450 0.7365629 1.0092626 1.3083840 3.6978990 0.461315 0.3139755 1.5115615 -0.024816 -0.053092 0.5895863 3.3553539 0.3405766 0.7441406 0.9293700
 6536 0.4153581 0.3415433 0.7816205 1.2095266 0.0794695 0.1195932 1.9935107 0.0395961 0.2633829 -0.114199 0.2573265 2.4449404 -0.170245 4.3282498 0.1495902 0.0740915 1.1056117 -0.718073 -2.043340 2.1925237 4.3023468 0.0701649 1.1945914 1.1923201
 6545 0.7122614 0.1166556 0.9558377 6.103978 0.1844355 0.1515537 2.6743647 0.0862952 0.5253500 0.4562537 0.8437990 0.2705500 1.2789088 2.9243772 0.0961051 0.1795420 2.6719196 0.1392686 1.0230633 -0.041459 6.1452655 0.0884748 6.0909583 6.0923676
 6543 0.4718861 0.9193922 -0.597287 2.6230123 0.2843327 0.1559266 2.0241336 -0.041043 -0.152632 0.8899691 1.2425316 0.0102377 0.9257129 0.0347401 0.3273893 0.4105732 1.8266252 0.2739231 0.8163667 -0.079030 1.0858866 0.1721463 2.9196557 2.7889611
 6559 0.2586703 1.4575895 -0.261793 1.8554445 0.2133853 0.0968448 1.8495979 -0.228932 -0.885650 1.6049256 0.3208439 0.3157560 -0.902322 5.2576648 0.0998586 0.1201223 2.0639994 0.0281397 0.1826987 0.5365761 1.6387763 0.1196976 1.9382961 1.9265732
 6540 1.0702592 0.1955109 0.6411726 6.0481464 0.1841497 0.4102633 1.6784812 0.2937283 1.1002355 -0.668154 0.1677880 0.7626589 1.3767554 4.4960476 0.0533702 0.0643183 1.9194114 -0.094517 -0.623534 1.0556162 5.7675435 0.1926839 0.0484615 0.8544074
 6546 1.3548513 0.4701854 -0.199836 3.0611638 0.3028441 0.3918426 1.9601622 0.2792999 0.9130921 -0.187272 0.3912470 0.9793033 1.5028469 4.9596879 0.3115960 0.1131543 2.0477737 -0.184851 -0.632659 1.3584796 4.0303105 0.3578490 2.4294282 2.0571438
 6535 1.1504198 0.3820234 0.4597606 2.5704796 0.3073361 0.2065600 2.7931708 0.1251172 0.5644443 0.5078932 1.2025675 0.3404049 0.6976920 2.8901894 0.2601187 0.2159232 2.8053834 0.1511690 0.7496498 0.3226876 2.7169193 0.5602701 1.6359737 1.7375589
 6552 0.4246654 0.3176491 0.3469977 4.7956489 0.0343299 0.1298384 2.1358327 0.0700265 0.5348992 -0.100495 0.4998676 0.6589099 -0.205270 2.6571290 0.1717338 0.1528309 2.0667096 0.0472546 0.2433953 0.1910081 2.8437726 0.1559833 5.6476959 5.6244018
 6549 0.8153460 0.4735673 1.4181677 4.4448984 0.3361558 0.1163496 3.0943469 -0.004695 -0.022423 0.8720334 1.4217762 0.0743246 -0.653780 0.7115286 0.1341265 0.2028870 3.1048034 0.1710164 1.2143542 -0.364744 4.7661480 0.2369601 4.2792242 4.3380366
 6569 2.8239095 0.0549478 -0.620774 1.0693921 0.1675776 0.3202662 3.3636591 0.2931398 1.7271368 -0.381057 0.3360202 0.4456252 -0.359925 5.3707522 0.1390751 0.0381088 3.8363086 -0.039775 -0.398384 1.7444644 0.2194419 0.1697095 1.5884702 2.1054797
 6562 5.8836512 0.1826993 -1.245139 3.7841766 0.5049681 0.9477200 1.0726843 0.8462420 1.7301120 -0.625587 0.1900363 1.8016284 1.5269647 6.1981905 0.1216892 0.0306104 2.8652551 -0.262335 -1.607874 2.7123992 3.9771858 0.4219265 3.6491767 3.1374495
 6556 1.2108618 0.3179548 -1.184413 4.3853077 0.1882365 0.3559172 2.0532098 0.2756326 1.1808242 -0.374469 2.0283615 0.4322934 1.0717979 2.3836639 0.4705688 0.5962107 1.6266161 0.4314602 0.9519576 -0.145603 2.7951196 0.4276437 5.2233441 5.0812229
 6588 1.0964131 0.1700713 1.0592651 5.8749962 0.4497429 0.4866321 1.4364696 0.2272338 0.4760347 0.1048607 0.8519521 0.8504341 -1.452096 2.1483973 0.4826393 0.3781305 1.4646446 0.0528483 0.1075253 0.4733701 0.9867336 0.2706915 5.5718688 5.5343347
 6583 0.6015928 0.3641501 -1.467451 0.4341893 0.2946759 0.1088849 2.6145694 -0.042729 -0.193010 0.7489510 0.3711186 1.2696335 -1.345686 3.9520746 0.3118060 0.0671703 2.3818309 -0.271929 -1.002883 1.5588243 5.1874516 0.1146764 0.6277133 0.6724488
 6550 0.2084108 0.9823174 -0.237630 4.7072565 0.1276748 0.0331503 2.7115094 -0.159812 -1.066797 1.4821972 0.2133284 0.7841993 -0.540268 4.4645477 0.1068148 0.0339325 2.7784452 -0.114293 -0.871418 1.2868177 4.5967508 0.2327788 5.5264805 5.4673695
 6578 2.8298928 0.1111693 -0.892718 0.6024128 0.5220446 0.5644676 1.9053792 0.4342729 0.9946708 -0.324875 0.8920095 0.5519286 0.0704129 2.7466501 0.3196508 0.1779256 2.5231891 0.0598216 0.2465450 0.4232507 1.2587308 0.4400481 0.2339453 6.2142195
 6584 0.1993403 2.6830903 0.1674979 3.1157890 0.0826779 0.0340342 2.3778600 -0.408586 -2.077619 2.7620003 0.5290134 1.1080162 -0.050833 2.8639274 0.4156663 0.0903206 2.4788466 -0.242675 -0.781648 1.4660296 2.9054658 0.4961637 5.9442021 5.7426280
 6592 3.1064450 0.2531487 0.0093924 1.5755945 0.5188408 0.6300455 1.7838353 0.5007321 1.1085190 -0.411289 0.5909450 0.0727598 1.2414701 6.0111956 0.0746549 0.1198547 2.6995138 0.0775026 0.6601271 0.0371026 1.4325029 0.5035863 1.7079904 2.1181899
 6599 1.0069052 0.4795535 -1.080123 4.0979572 0.2673332 0.2873228 2.0454329 0.1784460 0.6720773 -0.092447 0.4956837 0.2502879 -0.537362 5.2840828 0.1206238 0.1414445 2.2390590 0.0687615 0.4414561 0.1381739 4.4414544 0.3319914 3.6315234 3.1847225
 6594 0.8470799 0.8142455 -0.749661 2.7210409 0.3716282 0.3400021 1.6002471 0.1151022 0.2945711 0.1304066 1.5046411 0.2036226 -0.040941 5.8392624 0.3108358 0.6039349 1.4079559 0.4245777 1.0688481 -0.643870 2.8397987 0.0613113 2.7103962 2.7135590
 6608 0.2967685 0.6771657 -1.269474 4.5861913 0.1530445 0.0606336 2.5998544 -0.068024 -0.450073 1.0482405 2.1370852 0.1505473 0.7546624 6.1110012 0.1198392 0.4366343 2.1981068 0.3795191 1.7940125 -1.195845 5.2329038 0.1986703 3.9045286 4.4774545
 6565 0.7268642 0.2882624 -0.043408 3.4569559 0.0628249 0.1220930 2.6907518 0.0836434 0.7243010 -0.392118 0.8188176 0.4554050 -1.443645 5.3195838 0.4168146 0.1375387 2.3928580 -0.086785 -0.281482 0.6136641 5.1698167 0.4032532 2.3154720 2.3318076
 6602 0.6468852 0.1947663 -1.164615 5.5828522 0.1569869 0.1782318 2.1182597 0.0954119 0.5142179 -0.140421 0.2559886 0.1520016 -0.739678 0.4357324 0.0758545 0.0705307 2.2012001 -0.029822 -0.220231 0.5940273 5.9320693 0.2010710 5.0798428 4.4254024
 6603 1.1606266 0.4581042 -1.067205 0.9312264 0.6180759 0.3700073 1.6654122 0.0522863 0.0994459 0.6776874 1.4199152 0.7665717 1.4902137 4.1319588 0.8029916 0.4526684 1.3819855 0.0263160 0.0389668 0.7381665 4.3259003 0.1895500 0.9646453 0.9616849
 6593 0.5077279 0.6217690 -0.962893 2.1837606 0.2350963 0.1066918 2.6156947 -0.012448 -0.065974 0.8703614 0.3802347 0.7369857 0.2713071 3.7547234 0.1949444 0.0799009 2.6444265 -0.043574 -0.260578 1.0649650 2.8761290 0.3053824 1.491528 1.3476038
 6596 0.1832401 1.2324373 -0.409699 0.0215042 0.1186611 0.0431125 1.8771311 -0.310658 -1.428421 1.5461996 1.0445587 0.3063200 0.4708108 5.1713389 0.2734625 0.2457627 1.9562256 0.1235042 0.4510077 -0.333229 5.4919132 0.3411089 1.5809372 0.4375853
 6613 0.4184446 1.7957726 0.7160166 5.3660213 0.3756378 0.0787837 1.7954568 -0.619882 -1.614656 2.6172690 3.3361809 0.1258434 -0.864581 5.1720351 0.2911470 0.6281282 2.0044099 0.5519343 1.7076026 -0.704990 5.2813568 0.6637015 5.9238630 5.3867349
 6614 0.4016002 0.2135828 -1.277179 5.7657522 0.1101447 0.0647336 3.2133878 0.0083344 0.0794474 1.0674814 2.2222964 0.3785291 1.3352276 1.5990631 0.7856600 0.3582101 2.4210186 0.1472151 0.3081480 0.8387808 1.4705391 0.7345517 4.8518992 5.1822718
 6612 0.2091938 0.9729081 -0.076176 0.9106731 0.1348726 0.0243262 2.6687232 -0.235811 -1.393562 1.4809923 0.2286123 0.3964214 0.1609153 0.9661422 0.0795402 0.0265843 2.8771092 -0.105290 -0.895299 0.9827294 0.9312486 0.2143358 0.8313199 0.8458899
 6623 0.7372274 0.3179809 0.5952328 1.2939195 0.0641973 0.3125789 1.8020022 0.2286134 1.2306332 -0.596227 0.2616156 0.4626174 -1.377174 0.5590815 0.1449974 0.1109231 1.8899541 -0.050986 -0.263500 0.8979066 0.7789176 0.1973781 3.2844406 3.5819937
 6598 1.0255918 0.2229443 1.2529871 0.1202412 0.4169346 0.1769740 2.4230373 0.0013507 0.0044522 0.3784221 0.5130280 0.9794756 0.9770416 3.0806829 0.3461982 0.0885270 2.4060056 -0.178165 -0.645834 1.0287092 0.8048868 0.0986287 0.0380835 0.0071346
 6611 0.8451668 0.3440799 -1.396000 1.2116762 0.2797706 0.2678909 2.0267706 0.1439449 0.5298307 0.2206004 1.5032610 0.2165732 -1.084204 0.9699158 0.3021975 0.4764857 1.7955168 0.3536733 1.0666571 -0.316226 1.0861149 0.5777279 2.9687926 1.5521739
